time,open,high,low,close,volume,spread
2025-11-30 00:00:00,5150.0,5150.69,5149.32,5150.61,5,0.03
2025-11-30 00:01:00,5150.61,5151.17,5149.99,5151.0,36,0.03
2025-11-30 00:02:00,5151.0,5151.32,5149.94,5150.29,22,0.06
2025-11-30 00:03:00,5150.29,5150.78,5148.23,5149.16,4,0.05
2025-11-30 00:04:00,5149.16,5150.46,5147.91,5148.3,21,0.07
2025-11-30 00:05:00,5148.3,5149.1,5147.98,5149.03,5,0.03
2025-11-30 00:06:00,5149.03,5149.61,5148.12,5148.3,17,0.04
2025-11-30 00:07:00,5148.3,5148.62,5147.52,5147.52,72,0.05
2025-11-30 00:08:00,5147.52,5148.19,5144.29,5145.98,6,0.1
2025-11-30 00:09:00,5145.98,5147.58,5145.44,5147.44,76,0.04
2025-11-30 00:10:00,5147.44,5148.41,5145.74,5146.21,13,0.05
2025-11-30 00:11:00,5146.21,5146.9,5145.48,5145.56,48,0.04
2025-11-30 00:12:00,5145.56,5146.82,5145.01,5146.27,2,0.06
2025-11-30 00:13:00,5146.27,5148.12,5145.6,5147.2,1,0.05
2025-11-30 00:14:00,5147.2,5149.19,5146.69,5148.64,19,0.04
2025-11-30 00:15:00,5148.64,5149.6,5148.16,5149.01,24,0.08
2025-11-30 00:16:00,5149.01,5153.69,5148.76,5153.13,3,0.03
2025-11-30 00:17:00,5153.13,5153.99,5152.41,5153.05,21,0.09
2025-11-30 00:18:00,5153.05,5153.96,5151.91,5152.39,2,0.05
2025-11-30 00:19:00,5152.39,5153.6,5151.68,5153.3,61,0.09
2025-11-30 00:20:00,5153.3,5155.08,5153.11,5154.97,3,0.05
2025-11-30 00:21:00,5154.97,5156.57,5154.79,5155.79,59,0.03
2025-11-30 00:22:00,5155.79,5156.0,5152.3,5152.54,12,0.1
2025-11-30 00:23:00,5152.54,5152.67,5150.95,5152.18,36,0.06
2025-11-30 00:24:00,5152.18,5153.2,5151.5,5152.16,1,0.07
2025-11-30 00:25:00,5152.16,5152.56,5150.94,5150.94,9,0.09
2025-11-30 00:26:00,5150.94,5151.2,5150.03,5150.24,8,0.08
2025-11-30 00:27:00,5150.24,5150.71,5149.76,5150.23,39,0.06
2025-11-30 00:28:00,5150.23,5152.8,5149.69,5151.94,54,0.05
2025-11-30 00:29:00,5151.94,5153.08,5151.41,5152.04,1,0.07
2025-11-30 00:30:00,5152.04,5153.58,5151.71,5152.83,14,0.1
2025-11-30 00:31:00,5152.83,5153.07,5151.17,5151.71,3,0.09
2025-11-30 00:32:00,5151.71,5152.05,5150.63,5151.27,24,0.07
2025-11-30 00:33:00,5151.27,5152.11,5151.14,5151.91,68,0.09
2025-11-30 00:34:00,5151.91,5152.64,5149.36,5150.15,68,0.09
2025-11-30 00:35:00,5150.15,5150.53,5148.35,5149.09,2,0.04
2025-11-30 00:36:00,5149.09,5149.89,5148.98,5149.37,35,0.08
2025-11-30 00:37:00,5149.37,5149.82,5147.3,5147.88,8,0.05
2025-11-30 00:38:00,5147.88,5149.6,5147.62,5148.82,25,0.04
2025-11-30 00:39:00,5148.82,5150.81,5148.35,5149.97,8,0.1
2025-11-30 00:40:00,5149.97,5151.19,5149.24,5151.05,20,0.07
2025-11-30 00:41:00,5151.05,5152.56,5151.03,5151.7,38,0.05
2025-11-30 00:42:00,5151.7,5151.84,5151.63,5151.75,102,0.1
2025-11-30 00:43:00,5151.75,5152.93,5151.28,5152.66,14,0.09
2025-11-30 00:44:00,5152.66,5152.97,5151.09,5151.52,35,0.07
2025-11-30 00:45:00,5151.52,5151.77,5151.03,5151.63,138,0.04
2025-11-30 00:46:00,5151.63,5152.96,5151.1,5152.92,36,0.06
2025-11-30 00:47:00,5152.92,5154.78,5152.55,5154.22,49,0.09
2025-11-30 00:48:00,5154.22,5154.78,5153.35,5154.25,31,0.08
2025-11-30 00:49:00,5154.25,5154.4,5154.14,5154.25,12,0.06
2025-11-30 00:50:00,5154.25,5154.97,5154.23,5154.45,23,0.05
2025-11-30 00:51:00,5154.45,5154.7,5153.74,5153.79,1,0.09
2025-11-30 00:52:00,5153.79,5154.0,5151.74,5152.7,7,0.07
2025-11-30 00:53:00,5152.7,5154.31,5151.57,5152.85,30,0.08
2025-11-30 00:54:00,5152.85,5153.14,5152.21,5152.87,9,0.06
2025-11-30 00:55:00,5152.87,5153.34,5151.08,5152.1,5,0.04
2025-11-30 00:56:00,5152.1,5153.47,5151.52,5152.48,9,0.1
2025-11-30 00:57:00,5152.48,5154.26,5151.47,5154.03,28,0.06
2025-11-30 00:58:00,5154.03,5154.81,5152.99,5153.13,3,0.06
2025-11-30 00:59:00,5153.13,5156.21,5153.07,5155.42,17,0.06
2025-11-30 01:00:00,5155.42,5158.11,5155.34,5157.3,29,0.07
2025-11-30 01:01:00,5157.3,5157.54,5156.16,5156.72,5,0.03
2025-11-30 01:02:00,5156.72,5156.76,5156.07,5156.47,25,0.06
2025-11-30 01:03:00,5156.47,5156.99,5155.17,5156.61,23,0.1
2025-11-30 01:04:00,5156.61,5157.21,5156.32,5157.14,11,0.09
2025-11-30 01:05:00,5157.14,5157.77,5156.93,5157.39,35,0.07
2025-11-30 01:06:00,5157.39,5158.18,5157.01,5157.83,5,0.08
2025-11-30 01:07:00,5157.83,5159.98,5157.08,5158.89,44,0.05
2025-11-30 01:08:00,5158.89,5161.05,5158.64,5160.78,69,0.07
2025-11-30 01:09:00,5160.78,5161.41,5160.2,5161.09,67,0.06
2025-11-30 01:10:00,5161.09,5161.47,5159.58,5160.75,17,0.05
2025-11-30 01:11:00,5160.75,5162.78,5160.02,5162.04,41,0.09
2025-11-30 01:12:00,5162.04,5162.05,5159.89,5161.17,65,0.05
2025-11-30 01:13:00,5161.17,5163.71,5160.34,5163.33,3,0.04
2025-11-30 01:14:00,5163.33,5163.45,5162.44,5162.79,2,0.04
2025-11-30 01:15:00,5162.79,5164.55,5162.49,5163.84,88,0.1
2025-11-30 01:16:00,5163.84,5164.67,5161.77,5163.01,71,0.04
2025-11-30 01:17:00,5163.01,5165.11,5163.01,5164.92,18,0.03
2025-11-30 01:18:00,5164.92,5166.94,5164.62,5166.47,14,0.05
2025-11-30 01:19:00,5166.47,5166.77,5166.18,5166.56,99,0.03
